V1,B1_4_7,B5_4_7,L_4_7,loc.B5_4_7,B1_B5_angle_4_7,NPA_1,NPA_3,NPA_2,NPA_18,NPA_27,NPA_29,diff_NBO_1_3,diff_NBO_2_18,diff_NBO_27_29,dip_x_1,dip_y_1,dip_z_1,Total_1,dip_x_2,dip_y_2,dip_z_2,-1-3-,-2-18-,-27-29-,cross_1,cross.angle_1,para_1,para.angle_1,-5V6-,-23V24-,-25V26-,Dihedral(1_4_7_8),Dihedral(1_2_19_27),"Dist(1, 3)","Dist(2, 18)","Dist(27, 29)",output
basic,1.7,3.17,6.38,4.11,92,0.69144,-0.63623,-0.6085,0.4187,0.79232,-0.56737,1.32767,-1.0272,1.35969,4.4912,-2.2607,1.4231,5.2256,0.7036,-3.4363,-3.8734,1776.5958,3650.0504,1900.6853,1657.8917,87.3021401697524,1680.0863,2.944728101543,1461.8752,1491.4201,1532.4527,111.580076242868,53.9603409235536,1.21618637735382,1.0068656465239,1.19189390736802,14
m_Br,1.79,4.76,6.51,4.56,94,0.69042,-0.62763,-0.61004,0.41446,0.79405,-0.57261,1.31805,-1.0245,1.36666,2.6469,0.1029,2.4205,3.5882,1.4888,-1.4952,-2.9023,1783.1419,3648.3872,1896.8482,1641.7087,86.9652684089162,1669.5286,0.776691581455042,1458.8066,1491.649,1527.7698,126.139595805467,52.6457123511593,1.21522148525361,1.00707993720211,1.19271364225618,58
m_CF3,1.92,4.78,7.02,3.95,117,0.69011,-0.62427,-0.61073,0.41202,0.79534,-0.57589,1.31438,-1.02275,1.37123,1.4195,1.3602,2.7289,3.3634,2.0534,-0.3072,-2.646,1787.2078,3644.8314,1894.4483,1670.1751,59.3036571481082,1689.3109,31.1316322598817,1461.5445,1490.511,1523.5097,132.290918282846,52.0422429299623,1.21484869611693,1.00722680443582,1.19319715456667,86
m_CF3_p_F,1.91,4.89,6.96,3.59,101,0.68899,-0.62226,-0.61105,0.41182,0.79678,-0.57921,1.31125,-1.02287,1.37599,1.3039,3.1977,3.0439,4.6033,2.3307,0.8329,-3.8813,1789.0301,3646.8947,1892.1686,1673.298,56.7986340047064,1699.0172,34.2040361113156,1462.5265,1492.3212,1526.2583,136.639670123373,51.5374761986874,1.21468132616995,1.00719622821077,1.19368073341158,78
m_Cl,1.74,4.47,6.38,4.48,92,0.69041,-0.62847,-0.60981,0.41492,0.79383,-0.57205,1.31888,-1.02473,1.36588,2.748,-0.1015,2.3642,3.6265,1.4278,-1.6211,-2.9129,1782.8458,3649.7175,1897.3513,1647.9356,88.7048287096878,1672.2895,3.20069460023398,1459.3424,1491.779,1526.5645,125.016170833623,52.7355584489325,1.21529332371736,1.00703337248475,1.19263165565358,65
m_CN,1.7,5.11,6.61,4.91,90,0.68947,-0.62171,-0.61056,0.4119,0.79629,-0.57823,1.31118,-1.02246,1.37452,-0.2853,2.7051,2.9853,4.0387,2.8946,1.466,-2.4048,1788.9614,3647.0092,1892.6928,1653.8062,60.5033703476049,1678.8467,30.8742421381247,1461.3358,1492.364,1526.1514,135.606107107469,51.6775758066007,1.2145675403797,1.00720570325232,1.1935545278122,0
m_F,1.7,3.66,6.39,4.28,90,0.69132,-0.63113,-0.60881,0.41637,0.79265,-0.56987,1.32245,-1.02518,1.36252,3.002,-0.7259,2.05,3.7069,1.2168,-1.9328,-2.9198,1781.657,3650.2227,1898.7429,1668.6438,89.7441952904075,1687.1437,2.2054230377723,1460.0341,1491.9348,1529.5922,119.697366474158,53.3520024208832,1.21550487370393,1.00692302314477,1.19233051034602,63
m_I,1.85,5.13,6.81,4.66,97,0.69051,-0.62788,-0.61,0.41462,0.79408,-0.57258,1.31839,-1.02462,1.36666,2.8141,-0.0609,2.4,3.699,1.4371,-1.6755,-2.9682,1782.9896,3648.1016,1896.9145,1636.7578,84.6569191552614,1666.2326,1.85317738323258,1459.3889,1491.5704,1528.5413,125.55605799282,52.5741794947196,1.21523940905938,1.00706359488862,1.19269791008662,78
m_Me,1.78,4.34,6.37,3.81,81,0.69166,-0.63863,-0.60773,0.4201,0.79217,-0.56603,1.33029,-1.02783,1.3582,4.7604,-3.1111,1.0118,5.7761,0.5236,-3.8528,-4.2715,1775.1058,3652.647,1901.9879,1661.5519,57.073628132011,1682.4186,32.708490948879,1459.3876,1492.1491,1527.0349,105.742524627444,54.2742935213832,1.21648932994334,1.0068175830909,1.19167443316579,78
m_nitro,1.7,4.8,6.9,3.7,90,0.68922,-0.62101,-0.61045,0.41112,0.79683,-0.57908,1.31023,-1.02157,1.37591,-0.3638,2.9465,3.0656,4.2675,3.0183,1.5199,-2.606,1789.4279,3649.3996,1892.2427,1653.3575,89.1358282292513,1670.7064,19.4861742738142,1462.2271,1491.9564,1526.1083,137.382565212701,51.5617160789614,1.21448897389931,1.0071320038704,1.19366194207657,-15
m_OMe,1.75,4.51,7.11,5.87,93,0.69186,-0.63803,-0.6075,0.41986,0.79217,-0.56653,1.32989,-1.02736,1.3587,4.3465,-4.0354,1.1749,6.0463,0.7432,-4.8178,-3.5768,1775.7374,3651.3293,1900.9447,1657.1235,68.1967641059433,1687.4497,22.7063600188493,1461.6038,1488.9864,1527.7273,108.194721031548,54.2400858431982,1.21641489695663,1.00686017514002,1.19176906585336,71
m_SMe,1.75,4.47,7.66,4.39,94,0.69155,-0.63556,-0.60804,0.41862,0.79232,-0.56752,1.32711,-1.02666,1.35984,3.8834,-3.3704,1.3958,5.3281,0.9037,-4.353,-2.9366,1777.3146,3651.4548,1900.0576,1641.9779,71.8729020126597,1670.0867,19.8904799839756,1459.0147,1489.4018,1527.3483,112.023380282749,54.0203584941073,1.21612860586124,1.00687115057539,1.19192639961576,93
mm_CF3,2.2,4.9,7.01,3.63,77,0.68859,-0.61792,-0.61009,0.40887,0.79627,-0.57566,1.30651,-1.01896,1.37193,3.2152,3.461,3.0926,5.6462,1.6432,-0.3473,-5.3907,1791.9011,3645.5623,1893.595,1693.23,65.7724399787593,1690.9669,23.7032499430513,1462.9983,1491.659,1528.0652,137.182336474819,51.0844490439416,1.21399149410776,1.00720341182603,1.19326667635948,0
mp_Cl,1.73,4.5,7.82,4.44,91,0.68992,-0.62394,-0.61074,0.41206,0.79554,-0.57601,1.31386,-1.0228,1.37155,2.6252,2.013,2.8743,4.3824,1.6976,-0.4299,-4.0173,1787.5389,3646.2857,1894.0368,1630.4616,82.1672488765302,1667.7047,10.954610942147,1463.3151,1492.0455,1525.9595,133.144558410335,51.8776382383729,1.21482133366228,1.00722714071554,1.19320826593265,39
o_Br,1.76,4.81,6.4,1.33,94,0.69068,-0.62347,-0.61203,0.40895,0.79788,-0.57823,1.31415,-1.02098,1.37611,1.2619,1.3043,3.6135,4.0436,1.993,-2.46,-2.5153,1791.2887,3650.3167,1892.5819,1640.5424,82.7071298175564,1666.7016,1.69359831406327,1466.9202,1491.1845,1525.192,165.259517082297,52.5206254583894,1.21511342998298,1.00691784980802,1.19356411443165,38
o_Cl,1.72,4.52,6.4,1.39,92,0.69098,-0.62317,-0.61273,0.40955,0.79771,-0.57844,1.31415,-1.02228,1.37615,1.5638,0.8547,3.6408,4.0536,1.9065,-2.5502,-2.5087,1790.6262,3646.6213,1892.3142,1645.1788,81.3557136907731,1670.0328,4.66575487319386,1465.598,1492.1037,1531.206,160.468579614046,52.1316828774195,1.21503782886995,1.00710614674621,1.19358314256276,53
o_F,1.7,3.7,6.39,1.55,90,0.69135,-0.62581,-0.61222,0.41309,0.79582,-0.57668,1.31716,-1.02531,1.3725,2.5058,-0.6648,3.1065,4.0462,1.6327,-2.803,-2.4184,1787.1863,3646.4101,1893.7846,1660.9715,83.3006853842917,1690.3953,7.75239989103263,1466.6289,1491.691,1527.1183,140.16104835362,52.1131749523732,1.21512548761064,1.00722149182988,1.19330176715406,49
o_I,1.82,5.2,6.39,1.31,97,0.69492,-0.63345,-0.6077,0.41523,0.79259,-0.56323,1.32837,-1.02293,1.35582,2.1956,-5.2927,-0.5638,5.7577,0.1633,-4.6273,-3.4223,1779.4659,3665.5916,1904.1156,1636.3316,82.6341851342888,1661.192,2.68561070668708,1463.832,1489.8922,1529.8049,72.1002670837562,56.5469472656212,1.21516275430002,1.00577407763672,1.19123899199993,63
o_Naph,1.7,5.62,6.41,1.7,91,0.69432,-0.62433,-0.61385,0.40948,0.79688,-0.57681,1.31865,-1.02333,1.37369,2.7189,1.7028,3.699,4.8963,0.9146,-3.0425,-3.7257,1791.4974,3644.5466,1893.4478,1703.7853,89.0023068839324,1657.1002,3.55079062262639,1474.6593,1491.9354,1530.0728,168.688418214452,52.6878534877919,1.21512341530809,1.00726558249401,1.19340800591164,84
o_nitro,1.78,4.75,6.4,2.36,83,0.69583,-0.64029,-0.61166,0.43389,0.79233,-0.56575,1.33612,-1.04555,1.35808,-0.2596,1.135,-0.7675,1.3946,-0.5564,0.2785,-1.248,1779.2273,3616.8298,1900.8418,1649.1061,77.4672932651864,1697.6804,6.60557828305511,1491.213,1489.5066,1529.1304,107.65265432749,52.0878442861553,1.21708762187938,1.00948938570745,1.1917355293038,23
p_amine,1.7,3.17,7.21,4.12,92,0.69051,-0.64077,-0.60928,0.42028,0.79269,-0.56781,1.33128,-1.02956,1.3605,4.5153,-3.9474,0.2889,6.0044,-0.212,-4.9947,-3.3259,1773.9849,3651.0931,1900.424,1651.3501,86.8648738522545,1696.6293,1.89304572235884,1459.4078,1492.0688,1529.9071,110.187553075254,54.0661799424514,1.21696557183061,1.00696215899407,1.19192064790153,12
p_azide,1.7,3.51,8.7,7,91,0.69009,-0.6296,-0.61092,0.41498,0.79389,-0.57214,1.31969,-1.0259,1.36603,4.1887,0.499,2.3922,4.8494,0.94,-1.8168,-4.3969,1783.0542,3645.9195,1897.1688,1646.2909,81.1764211219375,1685.4518,8.98598587971278,1459.2683,1491.9756,1529.3456,125.951638362332,52.6762618888705,1.21549678989498,1.00714212657053,1.19262662491326,66
p_boc,2.15,4.24,12.12,8.21,140,0.69058,-0.64095,-0.607,0.42014,0.79213,-0.56366,1.33153,-1.02714,1.35579,5.809,-5.4675,0.6622,8.0048,0.407,-5.5776,-5.7272,1772.7193,3654.735,1903.7994,1655.8741,89.5473838333404,1690.8485,0.670599012105388,1461.7351,1490.1748,1527.9374,98.5177827633295,54.4467213854829,1.2167901139416,1.00659986116182,1.19125772942382,33
p_Br,1.92,3.17,8.13,4.12,99,0.68999,-0.62825,-0.6104,0.41453,0.79414,-0.57259,1.31824,-1.02493,1.36673,4.1237,0.8701,2.4649,4.8824,1.0009,-1.4716,-4.5464,1782.9545,3650.2207,1896.6368,1642.967,83.332994491489,1668.8423,5.58101721721272,1462.6974,1492.6423,1530.3427,126.062584679364,52.4586432531521,1.2152710103372,1.00705502414962,1.19270588954905,79
p_Cl,1.78,3.17,7.82,4.13,94,0.6899,-0.62854,-0.61055,0.41462,0.79414,-0.57266,1.31844,-1.02517,1.3668,4.1278,0.8062,2.4807,4.8829,0.9902,-1.5587,-4.5202,1782.8752,3650.2082,1896.7809,1645.8536,86.0046736946305,1673.4283,3.61733611503538,1463.3362,1491.6553,1525.0984,126.604478633852,52.5876170086026,1.21536568960005,1.00705561405615,1.19270333325014,75
p_CN,1.7,3.16,8.58,4.13,91,0.68963,-0.62112,-0.61067,0.41186,0.79612,-0.57746,1.31075,-1.02253,1.37358,3.6094,4.9981,3.0897,6.896,1.4578,0.9225,-6.6767,1789.0249,3647.2267,1893.497,1636.1506,89.7087749057066,1686.5095,1.46481289649945,1466.3225,1492.7215,1524.4592,136.96242838125,51.6214000998867,1.21445471345868,1.00729513271781,1.19342371305459,53
p_F,1.7,3.16,6.96,4.14,91,0.68959,-0.62941,-0.61094,0.41613,0.79415,-0.57301,1.319,-1.02707,1.36716,4.1559,0.6381,2.4478,4.8652,0.973,-1.7411,-4.4376,1782.8856,3649.6876,1896.57,1668.9101,87.5054674865408,1687.2317,2.91184936809793,1458.2852,1490.219,1529.993,126.650999585928,52.5221729158073,1.21550351731494,1.00709436256341,1.19274862990992,59
p_I,2.1,3.17,8.53,4.12,110,0.69014,-0.62846,-0.6103,0.41465,0.79409,-0.57237,1.3186,-1.02495,1.36646,4.1221,0.663,2.4604,4.8461,0.9947,-1.6448,-4.4486,1782.7448,3649.8495,1897.0911,1638.1974,85.3687117963984,1665.3964,4.50713436613456,1461.8243,1492.3913,1526.427,126.218325591416,52.5140813664465,1.21530299788036,1.00706333553109,1.19266701893613,85
p_Me,1.77,3.17,7.32,4.11,90,0.69136,-0.63783,-0.60864,0.41928,0.79235,-0.56724,1.32919,-1.02792,1.35959,4.472,-2.8716,1.231,5.4553,0.6599,-3.9247,-3.7312,1775.9951,3652.9019,1900.8596,1646.8924,89.326167795357,1692.5699,1.25768630130058,1461.617,1492.0191,1529.5148,109.839192681193,54.094196873298,1.21643480717258,1.00685727809953,1.19186860546455,58
p_nitro,1.7,3.15,7.65,1.67,89,0.68956,-0.6202,-0.61039,0.41008,0.79628,-0.57704,1.30976,-1.02047,1.37332,3.5608,5.0268,3.1483,6.9181,1.5183,0.9845,-6.6772,1788.9886,3648.8609,1893.8206,1651.8826,88.4365641435935,1675.2894,1.41365069071002,1456.9976,1492.3766,1528.3787,137.172298550694,51.429573652183,1.21430065211339,1.00717785053535,1.19335157412181,47
p_OEt,1.81,3.16,9.53,4.14,86,0.69056,-0.63881,-0.60913,0.41919,0.7925,-0.56721,1.32937,-1.02832,1.35971,5.6306,-3.2597,1.374,6.6496,0.4273,-4.6728,-4.7117,1774.5055,3649.2169,1900.699,1649.9797,78.180924677529,1691.0744,10.9362519322709,1458.4623,1490.4685,1525.7398,111.994220895015,53.938199328954,1.21665694925316,1.00687049580817,1.19183405742159,55
p_OH,1.7,3.17,7.04,4.14,92,0.69039,-0.63797,-0.60894,0.41876,0.79246,-0.5672,1.32836,-1.0277,1.35966,5.7745,-2.4815,1.3986,6.4389,0.3649,-3.9009,-5.1097,1775.9173,3653.8682,1900.7886,1665.0744,77.7853084779944,1693.8073,11.9043930798887,1460.4325,1492.3417,1530.4796,111.376168252601,53.8624767699771,1.21646567823675,1.00676813952071,1.19184722752079,12
p_OMe,1.76,3.16,8.46,4.14,88,0.69043,-0.63915,-0.60864,0.4193,0.79268,-0.56681,1.32958,-1.02794,1.35949,5.6375,-3.2364,1.311,6.6313,0.4043,-4.4449,-4.9044,1774.1012,3650.9565,1901.3391,1651.1507,79.6334813171668,1692.0143,11.4702478578925,1459.3808,1489.7009,1527.1434,110.161595694788,53.8776941746522,1.21668278740968,1.0067236287527,1.19177143771992,57
p_Ph,2.04,3.3,10.68,8.38,114,0.69129,-0.63748,-0.60753,0.41932,0.79227,-0.56636,1.32877,-1.02685,1.35863,4.4634,-2.9011,1.082,5.4322,0.6604,-3.7408,-3.8831,1775.3055,3653.271,1901.9325,1633.2773,88.6568819367815,1687.4712,1.81641246014459,1462.3643,1490.2374,1528.4579,106.355625378023,54.2359409020262,1.21627686015726,1.00667502275014,1.19173620124757,79
p_SCF3,1.7,4.01,8.99,5.8,157,0.69034,-0.6238,-0.61096,0.41191,0.79482,-0.57474,1.31414,-1.02287,1.36956,3.8544,2.4164,3.9124,6.0002,2.2756,-0.9289,-5.4737,1787.7449,3644.9879,1895.0536,1635.9388,88.0946957154231,1671.0844,2.24877497706811,1463.4952,1492.8259,1522.5948,132.043967683099,52.1422375446603,1.21472879975779,1.00722251121289,1.19304065329309,89
p_SMe,1.77,3.36,8.66,6.22,116,0.69158,-0.63368,-0.61057,0.41708,0.79322,-0.57122,1.32526,-1.02765,1.36444,3.047,-1.473,1.9783,3.9202,1.1697,-2.7366,-2.5515,1778.8012,3647.9141,1897.6747,1631.1216,89.0778715087075,1676.8376,0.140129548738045,1462.522,1490.6909,1527.6544,121.060642913072,53.3509554610659,1.21602129097068,1.00710969146811,1.1924952099082,88
p_tfm,1.95,3.16,7.69,4.12,103,0.68993,-0.62388,-0.61091,0.41234,0.79554,-0.57463,1.31381,-1.02325,1.37017,3.9294,2.659,2.9169,5.5695,1.2324,-0.5499,-5.4035,1787.2315,3646.6716,1893.5034,1657.116,88.4372278489608,1695.5155,1.00280881023238,1457.1801,1492.5323,1530.3146,132.585957353294,51.9848757337852,1.21482347948704,1.00718140215802,1.19316917478495,78
penta_F,1.7,3.75,6.98,4.23,90,0.69208,-0.62187,-0.60495,0.40974,0.78983,-0.56013,1.31395,-1.01469,1.34996,3.0602,-2.7272,-0.0627,4.0995,0.6516,-1.6125,-3.7123,1789.8239,3665.8717,1905.6829,1705.6805,84.5183849729111,1721.4053,5.91322315039836,1461.8081,1491.7516,1527.2298,69.1145902360552,55.0261304653412,1.21309002626557,1.00572511563797,1.19093432020872,40
